,Sentence,Label
3370,Böyle sağanak yağmur yağınca arabam dışardaysa çok üzülüyorum ıslanıyor diye ,üzgün
3371,Cümledeki bütün heceler için bir tane yemen daha büyük sürpriz oldu gibi... ,surpriz
3372,Kendi rızamla alarmsız uyandım. Bu harika bir duygu ,mutlu
3373,Black Clover da Noelle için seçilmiş renkler gayet hoş duruyor ama sanki manga da daha güzeldi.,mutlu
3374,Sabah sabah ölüm haberiyle uyanmak... Babasız kalmanın acısı korkunç bir şey değil mi? ,korku
3375,"Gece gece asla instagramda yemek&tatlı sayfalarına girmeyin, ağlıyorum şu an..",üzgün
3376,"VS neden kanal D de ya. Ben bu kadar salak bir kanal görmedim. Gerizekalılar, sinirden köpürdüm",kızgın
3377,ilk defa birisinden bu kadar çok nefret ediyorum ,kızgın
3378,Özgüvenim çok ama biriyle tanışma fobim var,korku
3379,Ben bugün çok mutluyum galiba,mutlu
3380,Bende unutuyordum sonra tarihe bir baktım 17 kasım ben şok,surpriz
3381,Flumedan başka birşey dinleyemiyorum çıldırıyorum muhteşem ,mutlu
3382,"Bayadır kaos görmüyordum, taymda görünce bi irkildim",korku
3383,Hayat ölene kadar hissedilen zevklerden çekilen acılar çıkarıldığı zaman geriye kalandır ,üzgün
3384,"Bir ilişkide en korkunç durum bir kızın soğumasıdır kendinizden soğutmayın beyler, kaybedersiniz.",korku
3385,En ürkütücü kısım dünyanın en büyük bilim adamlarından birinin eşcinsel olduğu için ölmek zorunda kalması :(,korku
3386,Hayatımda ilk kez balık gördüm şaşkınım,surpriz
3387,Yemek siparişini beklemek hiç bu kadar eğlenceli olmamıştı. ,mutlu
3388,Zira biraz daha ders çalışırsam beynim patlayacak diye çok korkuyorum.,korku
3389,Şükran Ovalı'yı hiç beklemiyordum sürpriz oldu,surpriz
3390,"Uyuyamıyorum ya, delireceğim bir gün ",kızgın
3391,Ay ben şok son 10 saatir şeyma storysin'de birşeyler paylaşmadı vallahi acayip merak içerisin'deyim hemen arayıp soruyorum ,surpriz
3392,Kış akşamlarını seviyorum. Annem kokuyor...,mutlu
3393,Kendimi karşıma alıp konuşmak istiyorum bak gerizekalı bu iş böyle olmaz diye.,kızgın
3394,Bütün belalar durduk yere gelip beni buluyor kafayı yiyeceğim ,kızgın
3395,Ben niye böyle birşeye sinirlendim lan.,kızgın
3396,Kadere mi söyleneyim sana mı bende şaşırdım... ,surpriz
3397,"Biraz seni özledim, biraz sohbetini, biraz sesini.",üzgün
3398,Şakadır kesin. Yok artık inanmam. Niye ayrıldınız yaa??,surpriz
3399,Telefonumda benim dışımda tüm arkadaşlarımın parmak izi var telefona şifreyle giriyorum resmen delireceğim,kızgın
3400,Galatasaraydan göztepe forveti için sürpriz beklerdim,surpriz
3401,"Venezuela'da korkunç şeyler oluyor, Hiçbir yetkinliği olmayan Başkan Maduro halkına eziyet ediyor. Ekonomileri yerle bir olmuş durumda ",korku
3402,Son 2 yıldır kendimi emekli etmiştim konferanslardan Lakin 3 tane harika konferansta bulunacağım önümüzdeki 6 hafta içerisinde ,mutlu
3403,Globe Soccer Awards dünyada yılın en iyi menajeri dalında 5 adaydan biri olan menajerim abim yol arkadaşım Ahmet Bulutu tebrik ediyorum ,mutlu
3404,9 gün oldu farkında mısın gerizekalı,kızgın
3405,Birini sürekli rüyanda görünce onun seni özlediği için görürmüşsün ben buna inanmıyorum ya mümkün değil,surpriz
3406,Ben cidden çok beğendim ama ya harbiden çocuk bomba gibi geliyor,mutlu
3407,Dudağım yara oldu kahve içerken değdiğinde acıyor içemiyorum kısaca mutsuzum,üzgün
3408,Saat 2 olmuş ve ben daha demin çok geç olmadı ya bence kitap okurum bir saat dedim ve şoka uğradım,surpriz
3409,Hiçbir neden yokken moralim bozuk hevesim kaçtı,üzgün
3410,Hiçbir boku bitmiyor ya çıldıracağım,kızgın
3411,Önemli olanı unutmak önemsiz küçük şeyleri bunca detayla görmek Neden bunlarla zaman kaybediyoruz neden bu kadar yoruluyoruz ,üzgün
3412,Sagopa Kajmer ve Kolera ayrılmış ben şok,surpriz
3413,Bu ara herkese sinir oluyorum ya dayak yiyeceğim yada dayak atıcam başka açıklaması yok,kızgın
3414,0.21 saniyede çok ciddi ve bu korkunç değil mi,korku
3415,Hadi 61. dakika şovu yapalım beyler aaa bir dakika o maç skoru mu ,surpriz
3416,Attığım mesaja geç cevap veren insanlardan nefret ediyorum.,kızgın
3417,Abla 15 portakal 5liralık topla dedi direkt 20 lira deyince bu kadar malzeme 20 liramı dedi şaştım kaldım,surpriz
3418,Çok güldüm yüzüm kasıldı ,mutlu
3419,Vay be osmanlı böyle çökmedi aga,surpriz
3420,Hayat beni neden yıpratıyorsun ,üzgün
3421,Her zaman ki gibi baş ağrısıyla güne başladım sinirliyim ilişmeyin,kızgın
3422,Faul var tabi konuşmaya değmez ama tetikçi cüneyt nasıl iptal etti şaşkınlık verici,surpriz
3423,Kuzenim trt cocuk dergisini alamadı diye ağlıyor keske benim de tek derdim bu olsa,üzgün
3424,Kapalı alanda duramama fobim var çünkü sigara içiyorum,korku
3425,"Eljifi çıkarttı hoca. hayır küfür edeceğim, küfüre yazık..",kızgın
3426,Her şeyi geçtim de bak yine yoruldum.,üzgün
3427,"Öyle mutluyum ki yarın 12’de uyanıcam, dünya iptal",mutlu
3428,Daha çok gül çok komik çok,mutlu
3429,Ben mesela sevinçliyim hem bir dostum adına hem de bu minnak şirin şeyi aldığım için,mutlu
3430,Meclise bak esenler arka mahallesi gibi bizi yöneten kitleye bak yumruklar küfürler kavgalar yazıklar olsun hepinize ,kızgın
3431,Ağzımın tadı pek bir bozuk bu aralar ağlayasım var ,üzgün
3432,Bıktım artık sınav sonunda doğrularımı saymaktan artık yanlışlarımı saymak istiyorum :((,üzgün
3433,Düşme vakti mi bilmiyorum ama bir hüzün kapladı içimi.... ,üzgün
3434,Ben çok güldüm sizde gülün diye paylaşıyorum,mutlu
3435,Uykumuda almışım hayret ettim,surpriz
3436,Ya bir an kör falan oldum sandım nasıl korktum nasıl korktum neyse ki şimdi fark ettim birileri yine hayatımı karartmış,korku
3437,Böbreklerimi ağrıttı İstanbul. Şişme montumu getirmediğim için de bir hayli üzgünüm.,üzgün
3438,Bence herkes maskelerini çıkartsın herkes birbirinden nefret ediyor SOYUNUN,kızgın
3439,çapraz masamızda oturan insanların bizle tam olarak aynı siparişi verdiği hafif korkutucu günden merhaba,korku
3440,Korku çok acı kabus gibi Yazamayanları anlayabiliyoruz,korku
3441,Umrumda mısın lan mal,kızgın
3442,Moralim o kadar bozuk ki Avrupa Yakası izleyip moralimi düzeltmeye çalışıyorum şu an,üzgün
3443,Bilgisayardan anlayan varsa dm atsın delireceğim,kızgın
3444,Sinirlendim bu kar ne zaman yağacak yağda oynayak lan,kızgın
3445,o kadar gerizekalı ve agresif hissediyorum ki tam timeline boşken millete sallayayım diyorum ama ben iyi biriyim,kızgın
3446,Oha salıya benimle ilgili twit atmamış şu an çok şaşırdım ,surpriz
3447,"Sonra da Ceren dalga geçti oluyor, gece gece dertlendim",üzgün
3448,Yoruldum artık ya cidden düşünmekten falan çok yoruldum,üzgün
3449,30 mükemmel bir yaş olabilir lakin bana çok korkutucu geliyor,korku
3450,Kendimi birilerine anlatmaktan o kadar sıkıldım ki artık soranlara boş adam imajı çiziyorum.,üzgün
3451,Emlağım olsada emlak vergisi ödesem keşke ... ,üzgün
3452,Kızlar nasıl kız arkadaş yapıyosunuz ya gerçekten inanamıyorum nasıl yapıyosunuz 2 günden fazla tahammül edebildiğim tek dişi annem ,surpriz
3453,Bir hayli yorulmuştum üstüne bir de yıprandım...,üzgün
3454,İnsanın insana benzer yaratımlar yapması ürkütücü :/ ,korku
3455,Kız merve dondum kaldım ne yazayım sana bilemedim ama çok tehlikelisin çok,surpriz
3456,Yağmur damlasıyla gelen erken çıkabilirsiniz maili sen benim canımsın seni seviyorum.,mutlu
3457,Şefika ödüm koptu bi irkilmeden giremedim şu odaya ,korku
3458,Sen benden gittin gideli mutsuzum :(,üzgün
3459,Lan olum lan ne gerizekalısınız lan yine sinirlendim,kızgın
3460,"Ben hiç şaşırmıyorum, hep hayret ediyorum.",surpriz
3461,"Abi sıkıldım, bezdim, bunaldım, daraldım, darlandım, bıktım, yoruldum, kırıldım ne olacak böyle",üzgün
3462,"Bugün aşırı agresifim, sinirliyim, çıldırıyorum. Allahım 20 yaş sendromu mu bu help me ne olur",kızgın
3463,Bir süre daha iga'da kalırsam kafayı yiyeceğim.,kızgın
3464,"bu gece 7 senedir benimle olan emektar arkadaşım, canım kalemimi kaybettik, çok üzgünüm ",üzgün
3465,Şok eden polis yemini..! ,surpriz
3466,"Kendime zor katlanıyorum ben, sizin boş triplerinizi hiç çekemem üzgünüm",üzgün
3467,Korku filmi gibi.. Evinde siyanürle intihar etmiş ,korku
3468,"Çok ürkütücü konuşmuş, kuş taraftarı..",korku
3469,Yok daha neler. Pakistan ve Suudi'lerin de altında düşürdüler ülkeyi! Dünya kaliteli eğitim sıralaması. Türkiye 99. sırada ,surpriz
3470,Aşk mi istiyorsun sen şu an çok mutluyum ya,mutlu
3471,Saçma sapan kişilere  tahammülüm  kalmadı,kızgın
3472,"sen var boşvermek her şeyi, anlatsam ağlarsın ",üzgün
3473,Benden not isteyenlere sinir oluyorum yüzlerine söylemesemde,kızgın
3474,"Hep kardeş olacak değiliz ya, yaşasın halkların sevgililiği!",mutlu
3475,Tiyatrodan geliyorum hoca rolleri dağıtçak sandım yanılmışım çok kırgınım,üzgün
3476,big mouth izliyorum baya güzel beğendim gidip herkese övücem,mutlu
3477,"Aaa şoktayım, BEIN SPORTS 3 te, Fb ligin en diri takımı dediler, ne oldu bunlara.",surpriz
3478,Özlesem de özledim diyemiyeceğim kadar üzdüler beni. Bende susmayı öğrendim...,üzgün
3479,Bende hasta olmaya başladım sıkıntıdan,üzgün
3480,Alemsin ya.. tweetlerini çok beğeniyorum hep :) ,mutlu
3481,Tatil yerimiz belli oldu yaşasın man adasına gidiyoruz.,mutlu
3482,hayat şarkısı seni seviyorum ,mutlu
3483,Test yapacağım dediği sınavı klasik yapmak çok güzel sürpriz,surpriz
3484,Yine saçma sapan kabus gibi rüyalar gördüm onlardan kurtulup güne adapte olana kadar gece olcak,korku
3485,"Üzüntüden, ağlamaktan kirpiklerim dökülüyor çok güzel şimdi de onları nasıl uzatacağım diye ağlıyorum.",üzgün
3486,Genç yaşımda sinir kanseri oldum galiba,kızgın
3487,Bunlarla aynı dünyada nefes almak bile ürkütücü,korku
3488,Biriniz yüzünden hepinize duvarlar ördüm. Üzgünüm.,üzgün
3489,Bitirmiş ya şaşkınlık verici gerçekten insan inanamıyor,surpriz
3490,Umut bağlamaktan sıkıldım ve her defasında kırılmış bir kalp,üzgün
3491,Bir daha arap görürsem haydi yallah arabistana diye bağıracağım,kızgın
3492,Naim Süleymanoğlu vefat etmiş çok üzüldüm. Mekanı cennet olsun. Hoşçakal dev adam. ,üzgün
3493,Rüya değil bu bildiğin korku filmi mk,korku
3494,Evlenmeyin amk sırana bana geliyor diye çok korkuyorum.,korku
3495,alan fobim var açık alanda da kapalı alanda da duramıyorum,korku
3496,Moralim bozuk baya bozuk öyle böyle değil nasıl bozuk ama varya,üzgün
3497,Bugün kadavrayla bakıştım. korkutucuydu ama kesin yaşarken yakışıklı bir heriftir,korku
3498,"Yağmur fena yağıyor havada hüzün var, öyleyse şarkı söyleyelim.",üzgün
3499,Forma numarasını görünce istemsizce irkildim,korku
3500,Halbuki senin derdinle dertlendim. Ne kadar ağrım var bir bilsen,üzgün
3501,Geçen Ay burcu diye bir şey öğrendim ben şok,surpriz
3502,kendimden başka kimsem yok çok komik :D,mutlu
3503,Uzun süredir mesaj atmıyorsun çocuk sinirleniyorum,kızgın
3504,Mutluyum ve bunun aşk ile bir ilgisi yok,mutlu
3505,Söz de uyuyacaktım yine uykum kaçtı ürkütücü bir foto,korku
3506,Takipçi sayımda hızla bir düşüş olacak ama çok kalabalıktınız üzgünüm,üzgün
3507,sıla sen ciddi misin ya bu ne abi utanmadan kitap başına 15 tl alınıyor bir de insanlardan ,surpriz
3508,Bu gece sigaraya başlanır öyle dertliyim,üzgün
3509,Ben ölmekten değil de öldükten sonra mahçup olmaktan korkuyorum ,korku
3510,Günaydın sevmesini bilen guzel insanlar ,mutlu
3511,Ben Güle hayret ediyorum. Nasıl bu duruma geldik acaba?,surpriz
3512,Durup dururken aşırı güldüm ya şuna ,mutlu
3513,Biyometrik fotoda güzel çıkmışım ben beğendim çekip instaya atayım,mutlu
3514,Mal mısın lan sinirimi bozuyorsun,kızgın
3515,Bakın yine aklıma geldi bana giresun karşılaması öğretmiyorsunuz üzülüyorum,üzgün
3516,"Burcu ile badegül diye dalga geçiyorduk erkek cıktı, adı da ardaymış ben şok cidden hiç anlamadım ",surpriz
3517,Aaa 6Snin yediği gol iptal mi edilmiş çok şaşırdım nasıl olur ya aaa inanamıyorum ,surpriz
3518,çok yıprandım tükendim yaşadığım her an için deli gibi pişmanım,üzgün
3519,Gecenin saat 3ü sen yüksek seale gazap mı dinliyorsun küfür edeceğim,kızgın
3520,"Telefonumun mikrofonu gene bozuldu, delireceğim... Kulaklık girişi de bozuk",kızgın
3521,Ya ne zamandır stalklıyorum yoksun öldün mü kaldın mı endişelendim,korku
3522,Kabusla uyandım aq bu saatte kabus mu olur,korku
3523,Seninkine güldüm ama waffle sevdiğim için ve waffle a ayıp olmasın diye favlamadım,mutlu
3524,Geçen hafta ezip 3 attığımız GS ile aramızda 5 puan var delireceğim ,kızgın
3525,Sinirliyim ama neye belli değil. Bu ruh halinden acilen çıkmalıyım.,kızgın
3526,Yaşasın bu günde hiçbir şey yapmadım oley tatil çok güzel geçiyor,mutlu
3527,Hocayı ilk defa bağırırken gördüm şoktayım,surpriz
3528,"Aslında kadınlık zor filan değil, oldukça eğlenceli… zor olan erkeklerin kafasındaki kadınlık... ",mutlu
3529,Sizi bilmem ama az önce hayatımın en ilginç iltifatını aldım TATLI SU PORTAKALIM bence gayet hoş sevdim,mutlu
3530,Şu gelin evi sadece bana saçma gelmiyordur herhalde millete ne benim zevkimden ya ay çok sinir bozucu,kızgın
3531,Yine pasaport kaybetme gibi bir olay mı oldu acaba çok endişelendim,korku
3532,Çocuklarımı da alıp sabahlara kadar sadece yürücem yaşasın evde tek olmak,mutlu
3533,Bu kaçan gole şok olmayan var mı? Yok artık Badu.,surpriz
3534,sevincin wonderland olsun yesin yesin yatsın ,mutlu
3535,"Yok uyuyamıyorum, hala şoktayım sanırım kendi kendime gülüyorum. ",surpriz
3536,Herkese akıl ve teselli veriyorum ama kendime gelince dokunsalar ağlayacağım,üzgün
3537,Altın kelebekte gerçekten yaşına uygun en doğal makyajla mirayımı çok beğendim,mutlu
3538,Pennywise'ın Bill olduğunu görünce şoka uğradım ben ,surpriz
3539,"Motivasyon mektubu yazmak için bilgisayarı açtım, rahmetli Alican abinin videoları arasında kayboldum. Ağlıyorum",üzgün
3540,Anneme sürpriz yapıyordum ki annem bana sürpriz yaptı....,surpriz
3541,Allah boy veriyor tip veriyor ama zekadan kısıyor işte nabalım gerizekalı,kızgın
3542,Aşkınla sarhoşum ben çılgınca seviyorum,mutlu
3543,Ankara Valiliği: Patlayan bombaydı! Bombacı öldü,korku
3544,Bir sene içerisinde ikinci kitap. Bir kaç sene sabırla beklediğim zamanları hatırlayınca bu gerçekten çok güzel bir sürpriz oldu. ,surpriz
3545,Çok komik sadece listeyi ele alıp ikona flop dersin ama :D ,mutlu
3546,Endişe yüklü hayatlarımız ,korku
3547,Gözlerinin yeşilini değil ormanın yeşilini özledim.,üzgün
3548,"Kaybolmak niyetinde değilim, üzgünüm.",üzgün
3549,Allah boy veriyor tip veriyor ama zekadan kısıyor işte nabalım gerizekalı,kızgın
3550,"O çok küçük ve sevimli, ben buna neden bu kadar güldüm",mutlu
3551,Merhaba antalyadan gidiyorum biraz hüzünlüyüm,üzgün
3552,Yazarken affedersin altıma yapacak kadar güldüm neredeyse,mutlu
3553,Yeter artık karşıma saçma sapan insanlar çıkmadan bitsin. Kabak tadı verdi hep aynı.,kızgın
3554,Kar görünce sevinen panda kadar sevinçliyim şu an,mutlu
3555,"Pişmanlığım çok derin, içinde boğuluyorum.",üzgün
3556,U-bahn'da yaşlı teyzenin bana dayaması endişe verici... ,korku
3557,Yok gayet hoş bir tepki ben de sizi seviyorum,mutlu
3558,"Bugün abi de olduk, usta da olduk çok komik ya :)))",mutlu
3559,Kuzenim taylor kısa saçlı olmak için doğmuş bence dedi dondum kaldım,surpriz
3560,bayramlarda şeker toplardım çok güzel neşeli günlerdi ,mutlu
3561,Şu an sinirimden pcyi alıp camdan aşağı atmamak için kendimi zor tutuyorum,kızgın
3562,Darılma bana çok sıkıldım artık,üzgün
3563,Mars mı etkiledi bilemem ama bir mutluyum,mutlu
3564,"İnsan gerçekten hayret ediyor. Evet, halen hayret edebiliyoruz. Bakın yine hayret ettik. Hayret. ",surpriz
3565,En sevdiğim formamı kaybetmişim moralim çok bozuk ,üzgün
3566,Can sıkıntısından rastgele numara kaydedip wp fotolarına bakıyorum çok eğlenceli :),mutlu
3567,Oha Tolga Sarıtaş ve Aybüke Pusat aşk mı yaşıyor yok artık ben şok ,surpriz
3568,Lan o kadar sinirliyim ki ettiğim küfürler yeterli gelmiyor,kızgın
3569,Güzel şarkı beğendim öneririm ,mutlu
3570,İyi dilekleriniz için teşekkür ederim arkadaşlar.. Allah razı olsun,mutlu
3571,Cem Yılmaz'dan bu denli mütevazı bir açıklama! Şaşırtıcı,surpriz
3572,Aklıma yine 15 yıldır okuduğum geldi. Hüzünlüyüm.,üzgün
3573,kendi kendime konuşurken başkası araya girince sinirleniyorum,kızgın
3574,Gece 3-5-7 de aralıklarla uyandım düşüsü görüp uyudum kabus gibiydi.,korku
3575,İnanılmaz güzel bir sigara içiyorum şu an. Tam istediğim gibi mutluyum,mutlu
3576,"en son bu uyarılardan sonra patlama olmuştu, gerçekten ürkütücü ",korku
3577,Bu video gerçekse eğer ben çok hayret ettim hayvanlar aleminin bu yönüne,surpriz
3578,Selam arkadaşlar uykudan uyandım başım acıyor mutsuzum,üzgün
3579,kankişlerim bir de okulda sürpriz yaptı oh,surpriz
3580,Oha bende senle konuşurken gördüm de muhabbet koyuydu bölemedim,surpriz
3581,Çok sinirlendim oynamıyorum Superstar BTS falan ulan aşırı gerildim şu an yani,kızgın
3582,14 şubat indirimlerini bekleyen canım kankalarım yaşasın indirim yaşasın 14 şubat,mutlu
3583,Bugün yapılan hain saldırıda hayatını kaybeden vatandaşlarımıza Allahtan rahmet yakınlarına başsağlığı yaralılara da acil şifalar diliyorum ,üzgün
3584,Zorlu hayat şartları altında nasıl hala doğal seleksiyona uğramadım şaşkınım,surpriz
3585,Çok şükür bugünde mutsuz yattık herkese kötü geceler ,üzgün
3586,Uzun zamandır en sinirli anımı yaşıyorum o kadar sinirliyim ki kafayı yiyeceğim şu an,kızgın
3587,Arkadaşlar her an birbirimizin ölüm haberini alabiliriz sizce de bu çok korkunç değil mi,korku
3588,3 yıldır hiç çıkarmadığım Beşiktaş bilekliğim gece uyurken gizemli bir şekilde kayboldu. Hüzünlüyüm,üzgün
3589,Kedim kızgınlığa girdi ulusa seslenir gibi miyavlıyo yeter delireceğim,kızgın
3590,İyi hayatlar diye bir mesaj aldım bence gayet hoş,mutlu
3591,Tarihi görünce şaşırdım. Bir de bunun drone boyutunu işlediğiniz akışınız da vardı.,surpriz
3592,Yıldım yıprandım soldum daha nasıl anlatılabilir bilmiyorum ama siz anlayın,üzgün
3593,Abi bu hesap sayesinde özgüveni taze kalıyor. Çok mutluyum :) ,mutlu
3594,Ben unutuyorum ne aldığımı gelince şok oluyorum aaa bu kimin,surpriz
3595,Saçma sapan konuklarla sıkıcı program yapıyorsunuz ,kızgın
3596,Instagramda yanlışlıkla herkese kalp göndermekten bıktım kaldırın artık şu özelliği,üzgün
3597,Yok daha neler. Tamam ben senin bu saçma yazılarını bugünkü mağlubiyete bağlıyorum,surpriz
3598,Bugün laiklik ilkesinin Anayasamıza girişinin 81. yıldönümüdür. Kutlu olsun!,mutlu
3599,Bugün kendimi Türkmenistan ile Hazar Denizi'ndeki kıta sahanlığından dolayı problem yaşayan Rusya gibi agresif hissediyorum.,kızgın
3600,Hala soyağacıma bakamadım çok agresifim site acilen açılmalı,kızgın
3601,"Her şeye öfkeliyim, başım da ince ince ağrıyor",kızgın
3602,Hadiseye karşi bir öfkem var nedeni olmadan öfkelendiğim tek insan ya da 987654321. Falan emin değilim ama öfkeliyim,kızgın
3603,Moralim bozuk olduğunda keşke hissetse,üzgün
3604,Birşeyi arıyor ve bulamıyorsam direk sinirleniyorum sizede oluyo mu bir bende mi var bu,kızgın
3605,Bazen kendimi çok mutsuz hissediyorum acaba gerçekten hep mi mutsuzum diye sorguluyorum,üzgün
3606,"Kabus gibi rüya gördüm. 5 gün okulum vardı ve hepsi yarım saat, 1 saatlik dersler.",korku
3607,En sevdiğim çiçektir papatya nasıl da bilir çok mutlu oldum çok teşekkür ederim can içim ,mutlu
3608,Sonunu bilen kelebek kadar endişeliyim... ,korku
3609,Aydın belediyemize çok teşekkür ederim doğunun tüm elektrik borçlarını bana kitlediği için,mutlu
3610,İnançlı olsaydım çilekten aldığım haz günaha girerdi o derece haha,mutlu
3611,Yakın akrabalarla samimi olmayın pişmanlıktır yıldım yıprandım yeminle,üzgün
3612,Malatyamıza hayırlı olsun.. Malatyalılar kendini seveni bağrına basar :) ,mutlu
3613,Özledim gökyüzü kadar uçsuz bucaksız,üzgün
3614,Yalçın Çetin'le Reha Kapsal bir gün öpüşecek diye çok korkuyorum.,korku
3615,Tüm öğretmenlerimizin Öğretmenler Günü kutlu olsun! ,mutlu
3616,Sen muhteşem bi detaysın ama benim artık detaylara takılacak halim kalmadı.,üzgün
3617,Benim bebelerden ilki teşekkürle geldi fizikten kalıyorum diyordu sürpriz oldu,surpriz
3618,Mcr'ı özledim three cheers dinleyip ağlayacağım ben,üzgün
3619,İnstagramdan tüm okullar açılıyor diye birşeyler paylaşan kişileri unfladım mutluyum.,mutlu
3620,"Bursa’da korkunç kaza: 3 ölü, 32 yaralı",korku
3621,"Dünkü rüya alacakaranlık kuşağıydı ""korku gerilim filmi gibiydi"" bugün ne tür filme denk olur merak ediyorum.",korku
3622,Sevgili kardeşler 23 Nisanınız kutlu olsun bugün benim doğum günüm İyi dileklerde bulunan tüm güzel arkadaşlarıma teşekkür ederim ,mutlu
3623,Havaya küfür edicem şimdi ya kış mısın yaz mısın aq bir karar ver,kızgın
3624,site ne zaman çalıştıda ürün stokları bitti diyor mal mısınız oğlum kimi kandırıyorsunuz!,kızgın
3625,trabzonspor osmalıspor maçında ne gol oldu be. yalnız yusuf yazıcının golü güzeldi.,mutlu
3626,İstifa etme kovdur kendini mal mısın,kızgın
3627,"Hastayım, üşüyorum, yalnızım, Eti karam istiyorum, başım ağrıyor, uyumak istiyorum, mutsuzum ve birde sensizim..",üzgün
3628,Tuba Büyüküstün Kilis'te mülteci çocuklara sürpriz yaptı!,surpriz
3629,Yarın deneme sınavı var 2 gün boyunca uyuyacaktım ben ya hüzünlüyüm ::/,üzgün
3630,Bugün bir yersiz sevinçliyim kesin bir şey olucak,mutlu
3631,Kışın içilen çorbanın şaşırtıcı faydaları ,surpriz
3632,Yapılan fedakarlıklara vefasız oluşunuza kırgınım,üzgün
3633,İstanbul şartları olup bitenden daha fazla etkilenip üzülmeye elden bir şey gelmemesine ve mutsuzluğu katlamaya birebir ,üzgün
3634,Hastanede kullandığım beyaz kalemim kırıldı o kadar mutsuzum ki,üzgün
3635,Rüyamda o üçlüyü bir arada görmek rüya değil de kabus gibiydi..,korku
3636,Neyseki şu ağlatan diziler varda ağladığımızda neden diye sorulmuyor,üzgün
3637,Oha demekten başka tepki veremiyorum bir de bitince hasiktir dedim galiba,surpriz
3638,Pencereden sokağa bakarken aklıma 'It Follows' filmi geldi ürktüm gece gece,korku
3639,Ya bence Ellen'ın çocuklara karşı hareketleri ve davranışları çok tatlı ben çok sevimli buldum,mutlu
3640,Bütün beterin beteri vardır örneklerini kendi hayatımdan verebilmem çok endişe verici.,korku
3641,Gece acıkıp sorma kurma olayı senden bıktım ama ya,üzgün
3642,"Çok yoruldum, tanıdım sanmaktan, kırılmaktan kırılan taraf olmaktan…",üzgün
3643,"Neymar'dan Robinho'ya: ""İdolüm, futbol oynama konusunda bana ilham olan adam... Doğum günün kutlu olsun, seni seviyorum.""",mutlu
3644,5 6 saat önce gördüğüm halde şu an çok özledim diye ağlıyorum bana ne oluyor Allah'ım,üzgün
3645,Çok üzgünüm Hepimizin başı sağolsun bütün insanlığın ,üzgün
3646,Ayla dramından sonra eğlenceli görünüyor kadro güzel ,mutlu
3647,Aziz Yıldırım defol git artık Fenerbahçe’nin başından,kızgın
3648,Sinirlenince cümle kuramamaktan nefret ediyorum,kızgın
3649,Türkmen kentinde büyük facia: 20 ölü 100 yaralı ,korku
3650,Üzülerek söylüyorum ki üzülüyorum.,üzgün
3651,Markete gidip dünyayı alıp evde dizi izleyerek ağlayacağım çünkü yarın okullar açılıyor,üzgün
3652,Yemin ederim kan beynimden sıçrıyor o derece sinirliyim..,kızgın
3653,Ben bu kızı unutalı sene geçti neden gördüm ki yine? Sinirlendim,kızgın
3654,Uzun süren aralar endişe verici.,korku
3655,Twittera da story özelliği gelecek diye çok korkuyorum,korku
3656,Odada 4 tane yatak 4 tane masa varken neden benimkileri kullanıyorsun mal mısın ?,kızgın
3657,Benim hayalleri siyah poşete koy kimse görmesin usta.,üzgün
3658,Ay ben bunu izledim ve çok mantıklı geldi bana ama ürktüm,korku
3659,Neyse eğlendim yemek yapmaya gidiyorum,mutlu
3660,"Kararlılığınıza hayranım. Öyle ki, dünyayı yerle bir etmenizden korkuyorum.",korku
3661,Hayret niye görüştürülmüyorsa artık! Yeni farkedilen birşey olsa gerek,surpriz
3662,Devlet desteği varken nasıl 1. olamadık hayret ettim,surpriz
3663,Bozulduğu zaman insandan daha korkunç bir yaratık yoktur.,korku
3664,Yan binanın bahçesinde torpil patlattılar ödüm koptu,korku
3665,Ve insanların arasında yalnız olmaktan daha korkunç bir şey yoktur.,korku
3666,Keşke herkes tanıdığımız gibi kalsa...,üzgün
3667,Hayatında Leipzig'i 45 dakika izleyip yerle bir edecek yorumlar atmak epey komik gerçekten.,mutlu
3668,"Bunca yıl hep hayatımdaydın hiç bıkmadım ama yıprandım , yoruldum biraz değer yani çok değil.",üzgün
3669,"Nişantaşı'ndaki yakışıklı cennetinden sonra İstiklal'deki çirkinler, kabus gibi çöktü gözlerime. Bu ne gudubetlik.",korku
3670,"Artık, insanlara bi şeyler anlatmaktan yoruldum ve, hiç kimsenin peşinden de koşmakta istemiyorum artık..",üzgün
3671,Günlerdir kendimi panda gibi hissediyorum yatağın içinde dönüp duruyorum ya harika birşey bu çok mutluyum hayalimdeki yaşam tarzı resmen ,mutlu
3672,Böyle bir hışımla girdi menşına ben ürktüm,korku
3673,kelimelerle tarif edilemez bu mutluluk bu müthiş bir his ,mutlu
3674,"Yüzüme vuruyor arada fırtınası, korkuyorum ne var",korku
3675,Başarısız bir kulüpte olmaktan dolayı mutsuzum ,üzgün
3676,"Yıllar sona birazdan güne gideceğim, mutsuzum anne anla beni..",üzgün
3677,Sen 12 saatlik yoldan turşu getir bozuk çıksın. Moralim bozuldu,üzgün
3678,Ben başaksehire gitmesine üzülmedim aksine bize gelmediği için çok sevinçliyim.,mutlu
3679,Dünyanın en kötü rüyasını gördüm pompalı tüfekle annemi babamı ablamı vurduktan sonra intihar ettim aşırı korkunçtu,korku
3680,Çevrem gerizekalı dolu mesela kankam ve ben.,kızgın
